domain,group,authors_country_flag,work_num,std_variance_to_cen,mean_variance_to_centroid,max_variance_to_centroid,min_variance_to_centroid,Breadth
Nausea-2,us,US,6169.0,0.8943512,8.975563,12.830241,5.603741,8.49726154686985
Nautical mile-2,cn,CN,3.0,0.124566995,6.736084,6.9052153,6.6088405,7.243359088897705
Nautical mile-2,us,US,42.0,0.99585825,8.8652935,10.85255,7.039645,8.603805362416765
Nautilus-2,us,US,52.0,1.1060318,8.011974,11.508325,6.015615,7.087830461977475
Naval architecture-2,cn,CN,73.0,1.0101413,6.7810693,9.544132,4.8489804,5.077086740614263
Naval architecture-2,us,US,159.0,0.9216228,7.8820825,10.2657175,5.8014264,6.709066279374241
Navel orange-2,cn,CN,93.0,1.2054611,7.1259785,9.9219885,4.848553,5.630234510835066
Navel orange-2,us,US,65.0,0.74013543,8.602521,10.289399,7.2166796,7.984982006824936
Navel-2,cn,CN,65.0,1.1013366,8.126855,10.899747,5.969126,7.303422898627247
Navel-2,us,US,112.0,0.7640371,9.457211,11.225481,7.619239,9.498198837847326
Navicular bone-2,cn,CN,8.0,0.7742242,6.161704,7.67428,5.2851467,4.64313211185592
Navicular bone-2,us,US,78.0,1.0298254,7.399273,9.840017,4.4170127,5.956341848687657
Navigability-2,cn,CN,28.0,1.2104839,7.834095,11.152738,6.055473,6.913140219040017
Navigability-2,us,US,36.0,1.0180275,8.736379,11.268612,6.7919235,8.382199155905894
Navigation system-2,cn,CN,1617.0,1.4224622,7.305838,12.594972,4.993627,5.83655631787569
Navigation system-2,us,US,490.0,0.88740265,8.734582,11.448234,6.6445937,8.093163231015893
Navigational aid-2,cn,CN,3.0,0.731265,6.4021354,7.2036943,5.435449,6.595247983932495
Navy-2,cn,CN,90.0,1.339056,8.066149,11.548729,5.748331,7.200828839777103
Navy-2,us,US,1786.0,1.0191288,8.966201,12.979621,5.8885574,8.644188281904249
Neanderthal-2,us,US,90.0,1.4608532,6.94581,10.592842,4.107425,5.451084749234141
Near and far field-2,cn,CN,1103.0,1.0081642,8.318262,12.952509,6.0848064,7.352137745802835
Near and far field-2,us,US,1275.0,0.92411417,9.001664,12.444555,6.557959,8.544543704569321
Near miss-2,cn,CN,18.0,1.1599009,7.086813,10.55993,5.683301,5.836105658337971
Near miss-2,us,US,179.0,1.4436656,7.2905383,12.845785,4.8295026,5.939786106542897
Near net shape-2,cn,CN,42.0,0.9884287,7.5109634,9.800494,6.245752,6.190532013410476
Near net shape-2,us,US,51.0,0.9209157,7.760446,10.24947,6.504907,6.5739302261202965
Near space-2,cn,CN,47.0,1.0241483,7.8383374,12.414055,6.0022087,6.617395418534997
Near space-2,us,US,32.0,0.8392646,9.319337,11.435987,7.858241,9.389593248726214
Near ultraviolet-2,cn,CN,25.0,1.3727278,7.6238003,9.863566,5.387433,6.479988058408111
Near ultraviolet-2,us,US,41.0,0.80871725,9.281356,11.281812,7.934619,9.271148323285871
Near-infrared spectroscopy-2,cn,CN,2092.0,1.1246202,8.09323,11.732235,4.974898,7.08241577695776
Near-infrared spectroscopy-2,us,US,1625.0,0.9515858,8.831671,12.800795,5.942506,8.312726236446196
Nearest neighbor search-2,cn,CN,553.0,1.1818914,7.816109,12.651664,5.2221236,6.567349876411882
Nearest neighbor search-2,us,US,529.0,1.101288,8.041985,11.871513,5.315146,6.958925049907123
Nearest neighbour-2,cn,CN,56.0,1.4925442,8.694741,12.366622,6.201542,8.31731453086391
Nearest neighbour-2,us,US,40.0,1.0113674,9.401733,11.933846,7.2808757,9.66749507265213
Nebulizer-2,cn,CN,56.0,1.0034628,7.901698,10.128401,6.113611,6.818510613056134
Nebulizer-2,us,US,550.0,1.2565846,8.170694,11.881489,5.3214526,7.24060740947985
Neck mass-2,cn,CN,56.0,0.8856777,7.5026145,10.072985,5.8662257,6.109101338289904
Neck mass-2,us,US,516.0,0.9580161,7.5506434,10.725315,4.8673816,6.103571730053233
Neck muscles-2,cn,CN,30.0,1.0789354,6.4344044,9.338662,5.1040573,4.705556898281486
Neck muscles-2,us,US,127.0,1.3920891,7.577808,11.299171,5.215595,6.356608743137784
Necking-2,cn,CN,252.0,1.2710433,8.315188,13.098051,5.9273195,7.46175261127901
Necking-2,us,US,305.0,1.0768739,8.8553505,12.681968,6.781066,8.407533354024551
Necklace-2,cn,CN,60.0,0.9422079,8.566102,11.029841,7.099583,7.9208593547380275
Necklace-2,us,US,39.0,0.90996397,9.228731,11.411486,8.000275,9.347244055486726
Necrosis-2,cn,CN,1546.0,1.0840883,8.200247,12.006041,5.3647866,7.246086019462751
Necrosis-2,us,US,4528.0,0.83549684,9.18699,12.838369,5.7479854,8.934372076633139
Necrotic tissue-2,cn,CN,15.0,1.2623552,6.9766674,9.633788,5.048029,5.726354831740977
Necrotic tissue-2,us,US,49.0,1.2368281,7.79234,11.084062,5.137258,6.760075019923505
Necrotizing enterocolitis-2,cn,CN,311.0,1.2364347,6.4047527,9.975548,3.4198797,4.5599144276062304
Necrotizing enterocolitis-2,us,US,1589.0,1.2279317,7.475204,11.651291,4.2986665,6.075980865314534
Need for achievement-2,cn,CN,45.0,1.0754665,7.2666626,9.729774,5.6980944,5.751535385550071
Need for achievement-2,us,US,271.0,1.0404465,7.680606,10.486502,5.4155645,6.314692364343287
Need to know-2,cn,CN,12.0,0.5678915,8.890685,9.776202,7.7597227,9.182576654535351
Needs analysis-2,cn,CN,21.0,0.8871303,6.997443,9.166565,5.6383233,5.524279503595267
Needs analysis-2,us,US,16.0,0.89307314,7.466758,8.930206,6.0350003,6.3214210917552265
Needs assessment-2,cn,CN,31.0,1.2701244,7.123702,9.978683,5.6352887,5.712198895969607
Needs assessment-2,us,US,789.0,0.9286416,7.9576225,11.183428,5.7045126,6.777842115952453
Neem oil-2,cn,CN,10.0,1.750416,6.6509123,9.522267,4.751563,5.518264969189971
Neem oil-2,us,US,14.0,0.9500846,7.9338694,9.959885,6.137948,7.235025082315715
Negation-2,cn,CN,136.0,1.3381258,8.221585,11.76803,5.8472695,7.3002502439068735
Negation-2,us,US,336.0,0.93540037,8.91437,11.930723,5.3033905,8.41560363924188
Negative control-2,us,US,80.0,0.7940368,9.542931,11.662729,7.561013,9.752703427891191
Negative correlation-2,cn,CN,221.0,0.907576,9.092098,12.09643,6.8359795,8.90512936568075
Negative correlation-2,us,US,159.0,0.8129665,10.004881,12.090015,7.945993,10.698073501536683
Negative emotion-2,cn,CN,166.0,0.95265293,7.879686,10.7829685,5.217889,6.665059643723922
Negative emotion-2,us,US,309.0,0.9065781,7.7979155,10.802196,5.56305,6.480769773226001
Negative energy-2,cn,CN,19.0,1.2454541,8.133174,11.83254,6.4924803,7.46344882145263
Negative energy-2,us,US,84.0,1.0726717,8.639028,12.364054,5.722783,7.997868291088153
Negative information-2,cn,CN,38.0,1.0281088,7.6476088,9.655303,5.780834,6.479707835069931
Negative information-2,us,US,181.0,0.8513187,7.9765434,10.1729765,5.9237022,6.824100911935304
Negative mass-2,cn,CN,26.0,1.5841,6.144237,11.505599,4.611101,4.385745030183045
Negative mass-2,us,US,27.0,1.0233827,8.966654,11.339745,7.372944,8.852150742824264
Negative temperature-2,cn,CN,12.0,0.831876,9.074401,10.767522,7.6808715,9.472524397300958
Negativity bias-2,cn,CN,22.0,1.2013615,7.047923,9.533128,5.68851,5.558293141843947
Negativity bias-2,us,US,88.0,0.994368,7.509895,10.05431,5.249911,6.105752900716794
Negativity effect-2,cn,CN,266.0,1.374516,8.792253,12.488927,6.3291125,8.3284264813921
Negativity effect-2,us,US,849.0,1.2548267,8.980512,13.049536,6.0154886,8.652394826461943
Neglect-2,cn,CN,258.0,1.2430575,8.702603,12.232488,6.288277,8.218937518302184
Neglect-2,us,US,3154.0,1.4348677,8.472871,13.758651,5.438236,7.824107910244464
Negotiation-2,cn,CN,1103.0,1.4964081,8.085218,12.160027,5.1379538,7.113668680158966
Negotiation-2,us,US,4901.0,0.9347265,9.111679,12.637412,5.870886,8.829115869802195
Neisseria gonorrhoeae-2,cn,CN,118.0,1.3183,6.231745,9.73524,3.22147,4.361826157257198
Neisseria gonorrhoeae-2,us,US,1601.0,1.0750993,7.7613626,11.316349,4.475061,6.4845103947690745
Nematode-2,cn,CN,898.0,0.8085991,7.833855,11.839856,5.636611,6.4102353364013
Nematode-2,us,US,2557.0,0.8760572,8.562182,12.151297,5.5222964,7.635342424982497
Neo-Confucianism-2,cn,CN,4.0,0.9003026,6.4460406,7.490517,5.0611477,6.003257632255554
Neo-Confucianism-2,us,US,2.0,0.0,6.4486437,6.4486437,6.4486437,8.806386590003967
Neocortex-2,cn,CN,156.0,1.0540447,7.829356,11.033499,5.2828503,6.678070323845958
Neocortex-2,us,US,2981.0,0.9952596,8.380429,12.1828575,5.3101897,7.543062489043777
Neologism-2,cn,CN,14.0,1.4378515,6.9562883,10.135058,5.15191,5.741547522964055
Neologism-2,us,US,18.0,1.0669059,8.573265,10.440072,7.0382304,8.378990004265233
Neonatal intensive care unit-2,cn,CN,381.0,1.2359781,6.984675,11.009064,4.415512,5.398683971462532
Neonatal intensive care unit-2,us,US,3072.0,1.0711776,7.6797457,11.542102,4.990898,6.394481713397198
Neophobia-2,cn,CN,10.0,1.7506099,6.5842147,9.68204,4.543785,5.454445746209885
Neophobia-2,us,US,278.0,0.894418,8.470741,11.586554,6.3297257,7.672055576304061
Neoplasm-2,cn,CN,306.0,1.0574393,7.831991,11.195746,5.5627017,6.595183771885942
Neoplasm-2,us,US,1925.0,1.0344694,8.900723,12.028234,6.216529,8.384665943963
Neoplastic disease-2,cn,CN,3.0,0.19022433,6.2062173,6.447188,5.9821568,6.23493095239003
Neoplastic disease-2,us,US,107.0,0.9210755,8.469203,10.946969,6.2761297,7.736594963532227
Neopterin-2,cn,CN,32.0,1.1585641,7.4404526,10.091835,4.9004617,6.212682601424959
Neopterin-2,us,US,135.0,1.037093,8.326733,11.020598,5.9246445,7.494700117682569
Neostigmine-2,cn,CN,59.0,1.3117981,7.474672,11.03818,5.4052467,6.22996702171919
Neostigmine-2,us,US,364.0,0.9655121,8.839584,11.535442,6.40303,8.314760880042797
Neoteny-2,cn,CN,7.0,1.1249553,7.7589254,10.019751,6.205783,7.570224006970719
Neoteny-2,us,US,144.0,0.9218343,8.428307,11.033583,6.3228703,7.675090345868597
Nepali-2,us,US,55.0,1.1801618,7.91014,11.45236,6.3060184,6.897628772327963
Nepheline syenite-2,cn,CN,4.0,1.4108335,6.690973,9.027814,5.4042773,6.551504631837204
Nepheline syenite-2,us,US,23.0,1.2147408,8.147032,10.562967,6.434046,7.501995893335163
Nepheline-2,cn,CN,19.0,0.85825485,7.5854177,9.84487,6.4158673,6.507551275631968
Nepheline-2,us,US,72.0,1.1685599,8.592241,11.862312,6.671565,7.980227332812888
Nephew and niece-2,us,US,34.0,1.4004635,8.922,12.307773,6.987677,8.902627436872464
Nephritis-2,cn,CN,403.0,0.9266681,7.2717347,11.226266,4.121905,5.6066938185105215
Nephritis-2,us,US,991.0,1.1066072,8.354068,12.401882,4.951097,7.363232751611207
Nephrology-2,cn,CN,707.0,1.1059161,7.642176,10.837511,4.955817,6.31485378505387
Nephrology-2,us,US,2282.0,1.1801,7.847033,11.996887,4.031418,6.67582166079967
Nephrosis-2,cn,CN,45.0,0.81633896,7.2335954,9.199342,5.9038615,5.705398176235576
Nephrosis-2,us,US,271.0,0.8218561,8.910937,11.967139,6.1313806,8.303983496204808
Nephrotic syndrome-2,cn,CN,572.0,0.9276566,6.964832,9.861744,4.204864,5.120242262695996
Nephrotic syndrome-2,us,US,1253.0,1.1154382,8.020132,11.857215,4.4827332,6.736449713926135
Nerve block-2,cn,CN,374.0,1.1690861,6.614782,10.780773,4.216759,4.811067237731947
Nerve block-2,us,US,795.0,1.2296356,7.4292183,11.000451,4.6816616,6.015776404846449
Nerve cells-2,cn,CN,26.0,1.1669507,8.132122,9.849981,6.328965,7.45967112978299
Nerve cells-2,us,US,112.0,0.8955677,8.962445,11.084562,6.1643295,8.60553030690437
Nerve compression syndrome-2,cn,CN,9.0,1.0729952,6.6583714,9.1965685,5.3585634,5.326774468024567
Nerve compression syndrome-2,us,US,134.0,0.9603156,7.558681,9.690263,4.853211,6.11084110781934
Nerve conduction velocity-2,cn,CN,312.0,1.2090945,7.400107,11.093609,4.8008623,5.994399887143601
Nerve conduction velocity-2,us,US,878.0,0.8286299,8.666762,11.636753,5.9912,8.01645466704511
Nerve conduction-2,cn,CN,47.0,1.2947606,6.7551875,10.240601,4.7095904,5.157225447380355
Nerve conduction-2,us,US,347.0,1.1549168,7.741119,11.058049,4.7124066,6.504113683350482
Nerve fiber-2,cn,CN,137.0,0.98452336,7.657457,10.724923,5.274675,6.362955244018266
Nerve fiber-2,us,US,480.0,0.99455416,8.51293,11.050311,5.422462,7.783305965732097
Nerve fibre-2,us,US,26.0,0.9438007,8.608678,10.103742,6.485,8.241867954914397
Nerve injury-2,cn,CN,781.0,0.87181073,7.4438357,11.089461,4.941844,5.906123238124167
Nerve injury-2,us,US,1478.0,0.8449711,7.9103527,11.207748,4.885396,6.658730637308153
Nerve net-2,cn,CN,21.0,1.0540806,7.1594987,9.100405,5.8805575,5.8333162257545865
Nerve net-2,us,US,577.0,1.0627189,7.312323,11.140682,5.0618167,5.819796276423304
Nerve plexus-2,cn,CN,34.0,1.2082795,7.312072,10.119356,5.487093,5.998362189095701
Nerve plexus-2,us,US,80.0,0.9479759,8.474684,10.869921,6.4449306,7.750249197588687
Nerve root-2,cn,CN,419.0,0.88719356,7.3754077,10.257376,5.274535,5.832383488574152
Nerve root-2,us,US,764.0,0.9547261,8.193481,11.925924,5.530661,7.14225674239097
Nerve stimulator-2,cn,CN,14.0,1.5089177,6.086881,9.22321,3.9891706,4.515820184906758
Nerve stimulator-2,us,US,71.0,1.143588,7.6306024,11.119164,5.718252,6.392940152012287
Nervous system-2,cn,CN,389.0,1.0660307,7.612789,10.39813,5.146793,6.346354209836605
Nervous system-2,us,US,3541.0,1.0478035,8.384758,12.222638,5.2338285,7.584636889286472
Nervous tissue-2,cn,CN,8.0,0.91036415,7.2582316,9.296339,6.227529,6.527651314224514
Nervous tissue-2,us,US,170.0,0.92573404,8.900197,11.019419,6.654806,8.45471958778235
Nested logit-2,cn,CN,39.0,1.6169215,6.0099373,10.798925,4.1932273,4.21749202587344
Nested logit-2,us,US,93.0,1.1275896,7.7664213,11.186931,5.3226185,6.6065549366336285
Nested loop join-2,cn,CN,59.0,1.2193247,8.396106,12.169294,6.2879615,7.688648107802919
Nested loop join-2,us,US,170.0,1.2806529,7.93956,11.1811495,6.237953,6.836144268782434
Net asset value-2,cn,CN,18.0,1.1411227,7.639834,10.044429,6.128466,6.5887702056785
Net asset value-2,us,US,77.0,1.0620441,8.20404,12.020614,6.214694,7.228528434770155
Net energy-2,cn,CN,26.0,0.8080447,8.35113,9.912593,6.699976,7.6600581407547
Net energy-2,us,US,130.0,1.158562,8.703791,11.167939,5.683325,8.127734923405384
Net income-2,cn,CN,43.0,1.0296258,8.133954,10.508953,5.98061,7.226170181964051
Net income-2,us,US,250.0,0.92980397,8.99927,11.339586,6.6145744,8.614794456587859
NetCDF-2,cn,CN,8.0,1.2024473,6.994319,9.409661,5.301251,6.055623825107304
NetCDF-2,us,US,58.0,1.0980877,7.84507,10.80353,5.790282,6.740777701526497
NetFlow-2,cn,CN,79.0,1.1025226,6.4779058,9.757764,4.624085,4.589646706333411
NetFlow-2,us,US,63.0,1.1632599,7.0797396,11.378796,5.0415063,5.507847379906863
NetLogo-2,cn,CN,50.0,1.0436437,7.0477147,10.05035,4.9840946,5.505129439490176
NetLogo-2,us,US,57.0,1.1018615,7.707,11.106477,5.707322,6.5457941340161625
Netlist-2,cn,CN,64.0,0.8673089,7.534591,9.668227,5.527633,6.115066713695953
Netlist-2,us,US,380.0,0.83454174,7.8134146,11.391787,5.567183,6.487310426694975
Netting-2,cn,CN,36.0,1.0564642,8.771771,10.637805,6.967996,8.503408025181486
Netting-2,us,US,212.0,1.2337369,9.112301,12.189843,6.330463,8.983058255651727
Network Access Protection-2,cn,CN,32.0,0.9024222,8.089418,9.975392,6.707339,7.083708883052879
Network Access Protection-2,us,US,24.0,0.8739679,8.236338,11.001524,6.6063213,7.421157941006243
Network address-2,cn,CN,40.0,1.4817407,6.5584793,10.414621,4.4636807,4.840888274021637
Network address-2,us,US,14.0,1.1659449,7.3179846,10.559712,6.0043616,6.1471444237363215
Network administrator-2,cn,CN,30.0,1.258511,6.878523,9.78729,5.0253696,5.300938034879749
Network administrator-2,us,US,25.0,0.85855645,7.5222263,9.637222,6.1420274,6.240337979102478
Network analysis-2,cn,CN,655.0,1.2737253,8.281315,12.458809,4.9052606,7.4327978149693905
Network analysis-2,us,US,1127.0,0.88311744,8.98492,13.142444,6.4311075,8.607556687722706
Network architecture-2,cn,CN,1800.0,1.5026944,8.474681,12.944875,5.5360603,7.752753231473548
Network architecture-2,us,US,1315.0,1.1061504,8.786632,13.094805,6.394205,8.208015375974526
Network dynamics-2,cn,CN,132.0,1.3431232,7.2004786,11.68466,4.5447693,5.746590042245373
Network dynamics-2,us,US,441.0,1.2128826,7.504399,11.305149,4.7441163,6.15908056109032
Network economics-2,cn,CN,3.0,0.8217756,6.740501,7.8712773,5.942774,7.165880997975663
Network effect-2,cn,CN,140.0,1.190638,7.116214,10.281391,4.9127502,5.539315014210658
Network effect-2,us,US,206.0,1.058198,7.6531253,10.610202,5.34119,6.33932470502036
Network element-2,cn,CN,39.0,1.2639643,7.6111264,10.205356,5.203878,6.399136512224814
Network element-2,us,US,56.0,1.0913961,7.9419427,10.536116,6.281267,6.847996998142889
Network engineering-2,cn,CN,23.0,1.5143625,5.97227,9.059884,4.1664424,4.1981243686713725
Network formation-2,cn,CN,198.0,1.4134878,6.556543,12.688209,4.1737995,4.820419877603939
Network formation-2,us,US,160.0,1.1631885,7.1806765,11.644415,4.982908,5.679753390691616
Network interface controller-2,us,US,61.0,0.8823325,7.441444,10.1715765,6.1582804,5.965564661338689
Network management-2,cn,CN,664.0,1.2515855,7.222671,12.0512085,4.7454443,5.630342182031029
Network management-2,us,US,514.0,1.0527647,7.934866,11.926989,5.8849745,6.693162763042011
Network media-2,cn,CN,17.0,1.3805017,6.190323,9.47122,4.574071,4.547426279853369
Network media-2,us,US,5.0,0.66709805,7.735353,9.04096,7.241146,7.926393151283264
Network model-2,cn,CN,704.0,1.2414571,7.951863,11.78553,5.2863355,6.880058843864433
Network model-2,us,US,485.0,1.0285102,8.622357,12.27664,5.871703,8.012533790496548
Network monitoring-2,cn,CN,293.0,1.1588913,7.075647,11.48734,4.685989,5.4216613354630425
Network monitoring-2,us,US,226.0,1.0114102,7.6590543,11.371261,5.808009,6.274978015749227
Network on a chip-2,cn,CN,493.0,1.0811716,6.5294123,10.826099,4.1999073,4.571783152349198
Network on a chip-2,us,US,566.0,1.0161676,6.8147483,10.32505,4.428739,4.9639692888665365
Network packet-2,cn,,,,,,,
Network packet-2,us,,,,,,,
Network partition-2,cn,CN,109.0,1.2158287,7.88711,11.081667,5.722649,6.723824615357216
Network partition-2,us,US,63.0,1.0911393,8.237572,10.805582,5.9583735,7.336727060907876
Network performance-2,cn,CN,326.0,1.0829538,7.6817207,10.832284,5.0714865,6.337025211919624
Network performance-2,us,US,291.0,0.8571999,8.249218,11.216886,6.5183644,7.236887381833583
Network planning and design-2,cn,CN,614.0,1.2430289,7.544437,11.611645,4.9475837,6.1704874214252925
Network planning and design-2,us,US,627.0,0.9690044,8.364345,11.540858,6.0662,7.455081757193184
Network security-2,cn,CN,1900.0,1.1560258,7.139068,11.7567215,4.5332675,5.488502809409852
Network security-2,us,US,862.0,0.93620837,7.736226,11.186898,5.6006856,6.346020847908363
Network service-2,cn,CN,152.0,1.2456625,7.0519433,11.179088,4.7289615,5.417635557480338
Network service-2,us,US,56.0,0.82474,7.336021,9.780434,5.8894114,5.8198416092580345
Network simulation-2,cn,CN,603.0,1.2527101,7.346126,11.359721,4.8673263,5.843576545723678
Network simulation-2,us,US,420.0,1.1664364,8.020745,11.876032,5.205383,6.879787906362196
Network society-2,cn,CN,10.0,0.8520001,5.1880217,6.8331246,4.242869,3.2770049571990967
Network society-2,us,US,7.0,1.6896783,6.2098627,9.231706,4.4732895,5.099156924656455
Network structure-2,cn,CN,732.0,1.4955647,8.525896,12.175705,5.434952,7.94844764873244
Network structure-2,us,US,367.0,1.4166374,8.652581,12.74017,5.7581973,8.184514233374955
Network switch-2,cn,CN,52.0,1.1676459,7.3676276,9.789892,4.986671,5.92187795434063
Network switch-2,us,US,59.0,1.2876903,7.7241435,11.845323,5.4443583,6.5138319024978415
Network synthesis filters-2,cn,CN,107.0,0.858187,7.1868334,9.450395,5.58198,5.5215570649261
Network synthesis filters-2,us,US,154.0,0.91343236,8.058587,10.744763,5.8330164,6.949804019468701
Network theory-2,cn,CN,80.0,1.4933537,6.878717,11.613305,4.44561,5.329104795790556
Network theory-2,us,US,106.0,1.3478187,7.6715946,11.602423,5.0893307,6.525678793480111
Network topology-2,cn,CN,7014.0,1.3042197,8.342464,13.043654,5.1794004,7.4733941195669615
Network topology-2,us,US,6877.0,1.0008888,9.086858,12.817678,5.5861726,8.756396642361338
Network-centric warfare-2,cn,CN,46.0,1.2485342,6.348538,9.897757,4.7792473,4.524172806509455
Network-centric warfare-2,us,US,85.0,1.0449052,7.2154555,10.915451,5.168407,5.641490882184328
Networking hardware-2,cn,CN,142.0,1.2638104,7.0757227,10.435422,4.830465,5.416433624042639
Networking hardware-2,us,US,231.0,1.2164724,7.6614513,10.526845,4.884017,6.285484500955789
Neumann series-2,cn,CN,25.0,1.7255676,7.5594883,11.013124,5.3547106,6.5728583435217445
Neumann series-2,us,US,55.0,1.029334,8.528169,10.378254,6.9116673,7.921376496238764
Neural Prosthesis-2,cn,CN,42.0,1.0111717,6.478051,9.206418,4.704303,4.675312969015863
Neural Prosthesis-2,us,US,286.0,1.0088466,7.28473,10.4087515,4.6476016,5.731482282768255
Neural activity-2,cn,CN,93.0,1.0569141,7.920473,10.081277,5.873447,6.843154310706396
Neural activity-2,us,US,958.0,1.0728546,8.25011,12.128894,5.4348288,7.3337735233766495
Neural coding-2,cn,CN,941.0,1.2046946,7.4718065,12.291396,4.752166,6.0625446637452285
Neural coding-2,us,US,944.0,1.1032304,7.9103923,11.417068,5.252281,6.788926653313311
Neural engineering-2,cn,CN,15.0,1.49774,7.426913,10.516597,5.111787,6.512251365315791
Neural engineering-2,us,US,112.0,1.0379558,6.8987355,9.201123,4.451338,5.21749552549835
Neural ensemble-2,cn,CN,15.0,1.2191386,7.066231,9.343027,4.9333344,5.849890907605484
Neural ensemble-2,us,US,70.0,0.9638488,7.124418,10.086919,5.4253674,5.553293003127493
Neural system-2,cn,CN,104.0,1.6450765,6.9776545,11.011652,4.2507997,5.518687519106535
Neural system-2,us,US,295.0,0.93848586,8.394874,11.5603,5.9896684,7.622700333710654
Neuritis-2,cn,CN,53.0,1.3142601,6.569923,9.993144,4.652992,4.899756156391334
Neuritis-2,us,US,161.0,1.0049611,8.294276,11.423821,6.4213104,7.4075282107800575
Neuroanatomy-2,cn,CN,18.0,0.9890718,6.9133754,8.880464,5.142606,5.553757774284463
Neuroanatomy-2,us,US,582.0,0.9154057,8.279366,11.107779,5.587396,7.394407197379223
Neurochemical-2,cn,CN,188.0,0.93198264,8.182678,10.933922,6.193358,7.172109271793758
Neurochemical-2,us,US,3217.0,0.88158226,8.6369295,11.662505,5.531348,7.922884847782114
Neurocysticercosis-2,cn,CN,32.0,0.76630473,6.6573915,8.907417,5.260393,4.875945137633437
Neurocysticercosis-2,us,US,145.0,1.1119283,7.0071173,10.3375025,4.76513,5.34047013056194
Neurodermatitis-2,cn,CN,8.0,1.2362397,6.2502117,8.372187,4.6313977,4.986551510436186
Neuroeconomics-2,cn,CN,12.0,1.1603942,6.544493,9.148717,4.6198125,5.10697730562903
Neuroeconomics-2,us,US,180.0,1.0300494,6.8757544,9.888625,4.794762,5.162714957295478
Neuroendocrine tumors-2,cn,CN,523.0,1.4174026,6.070969,10.138045,3.2921994,4.119519482661431
Neuroendocrine tumors-2,us,US,1679.0,1.2139888,6.9346557,11.060879,4.183918,5.239519796471001
Neuroendocrine tumour-2,cn,CN,5.0,0.35546052,5.1806154,5.57923,4.8121815,3.792952994505569
Neuroendocrine tumour-2,us,US,36.0,1.1082045,6.387072,8.379373,4.2310944,4.56493851016549
Neuroethics-2,cn,CN,3.0,0.0,4.810136,4.810136,4.810136,4.967507719993591
Neuroethics-2,us,US,124.0,1.1479836,6.3665566,10.790258,4.159092,4.506637985153006
Neurofibromatosis-2,cn,CN,268.0,1.0828876,7.418624,10.522733,4.8517632,5.978375111241689
Neurofibromatosis-2,us,US,1906.0,1.1437639,7.843835,11.628025,4.7267823,6.653593312377353
Neurogenesis-2,cn,CN,1383.0,1.1152757,7.415058,11.420086,4.417724,5.972660780480837
Neurogenesis-2,us,US,4881.0,1.0065478,7.995963,12.326666,4.9965606,6.885565826121038
Neuroimaging-2,cn,CN,1731.0,0.9626214,8.175787,11.506299,5.362457,7.126635356454344
Neuroimaging-2,us,US,10208.0,0.9440466,8.343746,12.374376,4.587756,7.453042700513208
Neuroinformatics-2,cn,CN,11.0,1.0108445,6.2008924,7.603436,4.851148,4.68349066045549
Neuroinformatics-2,us,US,164.0,1.1416495,6.865944,10.740391,4.593379,5.206272424485704
Neurointensive care-2,cn,CN,40.0,1.1640277,6.949647,9.262853,4.4677334,5.430483250965466
Neurointensive care-2,us,US,506.0,1.0012902,7.2939825,10.015988,4.921975,5.762764051701439
Neuroleptic malignant syndrome-2,cn,CN,16.0,0.6316381,5.6218224,6.6164365,3.9257386,3.632904440164566
Neuroleptic malignant syndrome-2,us,US,180.0,1.1593019,6.8327727,10.005447,4.124341,5.10623733989604
Neurological deficit-2,cn,CN,75.0,0.98461187,7.970971,10.54392,6.0730042,6.916629835571555
Neurological deficit-2,us,US,189.0,0.920019,8.645115,11.077388,6.316306,7.998362832968752
Neurological examination-2,cn,CN,124.0,0.7231169,8.087861,10.172332,6.656478,7.014004593211368
Neurological examination-2,us,US,773.0,0.9180977,8.410825,11.7172985,5.7550364,7.553612058520841
Neurology-2,cn,CN,1462.0,0.96748096,8.241398,11.414546,5.5633054,7.322682187752932
Neurology-2,us,US,5527.0,0.97768056,8.620947,13.18287,4.6914477,8.012004205215433
Neurolysis-2,cn,CN,55.0,0.91521776,7.2462273,8.958508,5.4929996,5.740052721951912
Neurolysis-2,us,US,294.0,0.96509653,7.759335,10.865394,5.4668393,6.495323618775743
Neuroma-2,cn,CN,73.0,1.0356077,7.3507776,10.223032,5.2766657,5.897068366385028
Neuroma-2,us,US,505.0,0.94234365,7.963216,10.854885,5.3271465,6.805242773457394
Neuromarketing-2,us,US,31.0,1.2729865,6.455117,9.410513,4.507497,4.740555724878419
Neuromuscular Blockade-2,cn,CN,75.0,1.1281213,6.9627867,9.048464,4.7742276,5.3338806412807855
Neuromuscular Blockade-2,us,US,416.0,1.209599,7.996403,11.547708,5.3085856,6.901800059563371
Neuromuscular Blocking Agents-2,us,US,195.0,1.2239124,7.4859676,11.5277,4.6472936,6.110567388767123
Neuromuscular junction-2,cn,CN,151.0,0.9492489,7.7288985,10.835393,5.4639554,6.459976309723089
Neuromuscular junction-2,us,US,2396.0,1.0158563,8.313192,12.882129,4.8942456,7.417240195154306
Neuromuscular transmission-2,cn,CN,55.0,0.96071285,7.7141933,9.821727,6.0404425,6.513194714732435
Neuromuscular transmission-2,us,US,753.0,0.8423561,8.596272,11.062975,5.3172216,7.865147546106854
Neuron-2,cn,CN,1242.0,0.9424043,8.189713,11.173263,5.921415,7.222844557276247
