group,network,gini_degree centrality,average closeness centrality,average shortest path length,global efficiency
us,2023_Itraconazole-3_us,0.4395478764189731,0.2295657973948868,4.4640980177731535,0.2525167598579599
cn,2023_Pemetrexed-4_cn,0.3202476653268542,0.18080065850086088,5.7612224256925035,0.20963823666332376
us,2023_Transducer-2_us,0.464028027182921,0.1510839365629667,6.889012620034821,0.1658826881997933
cn,2023_Cholestasis-2_cn,0.33012449600331056,0.15543821507345454,6.75002099010799,0.17952521030630805
cn,2023_Acetabulum-2_cn,0.31899706828474905,0.15158091041331964,6.767403094405184,0.17309454625572485
cn,2023_Data_collection-2_cn,0.3355859612558537,0.11014171679463748,9.535459027315124,0.1313679679309095
us,2023_Temporomandibular_joint-2_us,0.4172969482723777,0.14245567435904816,7.1840118812139,0.16213810847931442
us,2023_Quantum_optics-2_us,0.4215474860409768,0.16179561631358794,6.410549486334758,0.17804337829776776
us,2023_Homogeneous_charge_compression_ignition-4_us,0.466247986919839,0.21655901236638625,4.744095001033605,0.2358623031526599
cn,2023_Silicon_carbide-2_cn,0.3701313588415711,0.17954785969792772,5.6880900647747845,0.19003363335269205
cn,2023_Volcanic_rock-3_cn,0.30557657095359897,0.16225867152686954,6.311755633015579,0.17731381202800753
us,2023_Diabetic_foot-3_us,0.4098517605073403,0.2022852718895385,5.148916610558928,0.2277553825526765
cn,2023_DNA_vaccination-4_cn,0.3237916292928798,0.17474381616709594,5.858553933949512,0.1890075878086096
us,2023_Carbon_sequestration-3_us,0.3943012836890974,0.13159440026525013,7.766843096797345,0.14691020738919874
us,2023_Coronal_plane-2_us,0.3891900580644755,0.12379898224238473,8.348806232865531,0.1380499841466308
us,2023_Attenuated_vaccine-4_us,0.3708709985536808,0.14916355774260365,6.9167781204614815,0.16879499505480278
cn,2023_Vertebral_artery-2_cn,0.29377093044851343,0.11942014417805727,8.674659015777918,0.14502400398935614
us,2023_Plant_defense_against_herbivory-3_us,0.3917842509126129,0.1714391666414029,6.060072888437972,0.19823143704879467
cn,2023_Ecological_succession-2_cn,0.3084773245150392,0.14959301491569044,6.835109693682457,0.16280546661026754
cn,2023_Exciton-2_cn,0.392199079882146,0.21295860345413228,4.771516983503311,0.2229042529926647
cn,2023_Hematoma-2_cn,0.3454615768008121,0.1613128096400346,6.335543058747376,0.17315899642955848
us,2023_Leydig_cell-4_us,0.3939202871870399,0.17123257727052224,6.086335295291301,0.20032919783364567
us,2023_Lead_compound-3_us,0.3018796000785989,0.14562692343919126,7.159116171376293,0.1742829534366366
us,2023_Meningitis-2_us,0.4291673991401101,0.13438894070469976,7.75178782482626,0.15191895021878446
cn,2023_Coronary_heart_disease-2_cn,0.33772111932501264,0.1666182561691492,6.153714975665013,0.18272018031382264
cn,2023_Biometrics-2_cn,0.3670786634991118,0.13650570462287034,7.52534705269228,0.14915399255803738
cn,2023_Green_fluorescent_protein-3_cn,0.3241433842109774,0.1655987839354223,6.153526083760582,0.17556960344001502
us,2023_Crust-2_us,0.4536086683491023,0.1575186396422723,6.5134160482374766,0.16951354342132674
cn,2023_Sedation-2_cn,0.3597325188630163,0.1852043968801373,5.5054654762978315,0.19526385447449854
us,2023_Hair_follicle-2_us,0.3810276968451067,0.14872968144639204,6.900456906627853,0.1737316909930229
cn,2023_ARDS-3_cn,0.3517282396068125,0.1767005363506686,5.766006939728091,0.1891021357185041
cn,2023_Photodiode-2_cn,0.3610408812934915,0.18057771701256828,5.679469223495401,0.19427812961160004
cn,2023_Species_richness-2_cn,0.32536652090415824,0.15333562983307986,6.665073581352782,0.1633984102910011
us,2023_Ohmic_contact-3_us,0.5332084825378708,0.16551834304978116,6.228472829069894,0.1842922701266871
us,2023_Search_engine_indexing-2_us,0.4013303536074762,0.09995112659781437,10.376550815142696,0.11930912091223585
cn,2023_Mediation-2_cn,0.3896120150716053,0.14137961793131198,7.264854664676287,0.15363163663458834
us,2023_Glial_fibrillary_acidic_protein-3_us,0.3661760317885438,0.12131503308278666,8.552580076562405,0.13785360736485106
cn,2023_Computed_tomography_angiography-3_cn,0.2760241655006572,0.12534688935815064,8.333849711769007,0.15272601776495748
cn,2023_Troponin_I-3_cn,0.307917855655662,0.15206200986320376,6.7237156885903895,0.1694783688244896
us,2023_Photocathode-3_us,0.37774451692292704,0.18606769974656964,5.6395232166339895,0.2158971908988904
cn,2023_Candida_albicans-2_cn,0.35542197168645817,0.1856784318904857,5.539032882618068,0.19861625220181145
us,2023_Zea_mays-2_us,0.45349726158212794,0.13818919009717065,7.4829539138300225,0.15459843122164407
cn,2023_Thyroidectomy-3_cn,0.327506736315116,0.1529411283362679,6.7198744266841075,0.17018733478788894
cn,2023_Beta-catenin-4_cn,0.30814170057556795,0.16065389570159366,6.385904005373032,0.17899257522943576
cn,2023_Efflux-2_cn,0.3141186260964818,0.1743877388732841,5.835130751496539,0.1854865733288656
cn,2023_Erlotinib-4_cn,0.3505311740814947,0.19945188886257287,5.121024941430621,0.2139420109299148
cn,2023_Tunable_laser-3_cn,0.34612539421636035,0.15518856699774214,6.660041831969316,0.17272636099898506
cn,2023_Catabolism-3_cn,0.3185716563432724,0.14786656496664233,6.9240003810758575,0.1679718596147407
cn,2023_Plant_litter-3_cn,0.3126156027753954,0.09324594700814393,11.01082898345572,0.1392459713597336
us,2023_Ridge-2_us,0.542763742172026,0.1701864911810096,6.128594340898732,0.1879258404215481
us,2023_Overlay-2_us,0.410039974812046,0.07239402982806492,14.044852322762578,0.1120617801410269
us,2023_Triplet_state-3_us,0.3907286515480488,0.12780992763889215,8.171160748988317,0.1530576666188843
cn,2023_Jurkat_cells-4_cn,0.2904524359972341,0.13383943464685044,7.735783582649403,0.15403725397829907
cn,2023_Mace-4_cn,0.3411112739239609,0.17603484329871005,5.842740764213473,0.19160725967553446
us,2023_Diatom-2_us,0.4492998325637576,0.15750002826862994,6.575138816588582,0.17705711008100442
us,2023_Thermal_diffusivity-2_us,0.41676983315269656,0.08679338167635191,11.944080155056591,0.11935114351495675
us,2023_Bleomycin-3_us,0.3879956579734583,0.11580969117808493,8.926734090508829,0.13954281169833854
cn,2023_Pulsed-field_gel_electrophoresis-4_cn,0.3368178226157617,0.2108118497192145,4.826797186857021,0.22841358972450604
cn,2023_Cmax-3_cn,0.3378059695789735,0.19933764811051552,5.1082176530102315,0.2114681671016621
cn,2023_Global_warming-3_cn,0.3626198904399928,0.14877718707213913,6.885891442917718,0.16092582258894847
us,2023_Teaching_method-2_us,0.38406010484408976,0.08749300205284186,11.930557335613791,0.100086754858768
cn,2023_Microbubbles-3_cn,0.3678728118080799,0.20725329122474065,4.9300859863448006,0.2231667871889628
cn,2023_Injector-2_cn,0.3975745627157956,0.1458118984350956,7.107806665724202,0.1633302046358643
